Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
09. Residuos animales y vegetales;14 Región de Murcia;2011;2312
09. Residuos animales y vegetales;14 Región de Murcia;2010;52953
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2021;35686
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2020;37151
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2019;36856
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2018;38706
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2017;34191
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2016;49360
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2015;43156
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2014;22506
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2013;21375
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2012;20858
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2011;25607
09. Residuos animales y vegetales;15 Comunidad Foral de Navarra;2010;27200
09. Residuos animales y vegetales;16 País Vasco;2021;76269
09. Residuos animales y vegetales;16 País Vasco;2020;37720
09. Residuos animales y vegetales;16 País Vasco;2019;33865
09. Residuos animales y vegetales;16 País Vasco;2018;64337
09. Residuos animales y vegetales;16 País Vasco;2017;19882
09. Residuos animales y vegetales;16 País Vasco;2016;14988
09. Residuos animales y vegetales;16 País Vasco;2015;8509
09. Residuos animales y vegetales;16 País Vasco;2014;6888
09. Residuos animales y vegetales;16 País Vasco;2013;25286
09. Residuos animales y vegetales;16 País Vasco;2012;22319
09. Residuos animales y vegetales;16 País Vasco;2011;17323
09. Residuos animales y vegetales;16 País Vasco;2010;16071
09. Residuos animales y vegetales;17 La Rioja;2021;691
09. Residuos animales y vegetales;17 La Rioja;2020;353
09. Residuos animales y vegetales;17 La Rioja;2019;557
09. Residuos animales y vegetales;17 La Rioja;2018;0
09. Residuos animales y vegetales;17 La Rioja;2017;0
09. Residuos animales y vegetales;17 La Rioja;2016;0
09. Residuos animales y vegetales;17 La Rioja;2015;0
09. Residuos animales y vegetales;17 La Rioja;2014;0
09. Residuos animales y vegetales;17 La Rioja;2013;0
09. Residuos animales y vegetales;17 La Rioja;2012;0
09. Residuos animales y vegetales;17 La Rioja;2011;0
09. Residuos animales y vegetales;17 La Rioja;2010;0
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2021;889116
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2020;887731
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2019;827965
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2018;743556
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2017;660932
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2016;611790
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2015;592353
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2014;565736
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2013;559258
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2012;641266
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2011;653976
10.21 Envases mixtos y embalajes mezclados;Total Nacional;2010;640286
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2021;114008
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2020;113
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2019;103371
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2018;94281
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2017;85646
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2016;81932
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2015;80176
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2014;76354
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2013;77415
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2012;131749
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2011;136141
10.21 Envases mixtos y embalajes mezclados;01 Andalucía;2010;133157
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2021;24080
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2020;21309
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2019;21904
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2018;19142
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2017;16236
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2016;15838
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2015;16343
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2014;14560
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2013;13765
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2012;14095
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2011;13781
10.21 Envases mixtos y embalajes mezclados;02 Aragón;2010;12360
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2021;16581
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2020;16152
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2019;14354
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2018;12696
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2017;11443
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2016;10867
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2015;10476
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2014;9984
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2013;9944
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2012;10016
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2011;10332
10.21 Envases mixtos y embalajes mezclados;03 Principado de Asturias;2010;10284
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2021;41310
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2020;33581
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2019;38403
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2018;35189
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2017;31911
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2016;20774
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2015;18842
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2014;14643
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2013;13960
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2012;23867
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2011;23696
10.21 Envases mixtos y embalajes mezclados;04 Illes Balears;2010;14427
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2021;29227
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2020;35965
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2019;27975
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2018;22676
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2017;20067
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2016;18950
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2015;16990
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2014;16225
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2013;15880
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2012;15333
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2011;14770
10.21 Envases mixtos y embalajes mezclados;05 Canarias;2010;19801
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2021;7399
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2020;7503
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2019;6830
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2018;6288
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2017;5748
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2016;5495
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2015;5277
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2014;5097
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2013;5078
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2012;5082
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2011;5052
10.21 Envases mixtos y embalajes mezclados;06 Cantabria;2010;5046
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2021;32229
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2020;31832
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2019;28824
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2018;26313
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2017;23634
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2016;22562
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2015;21066
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2014;20882
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2013;18008
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2012;20915
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2011;20985
10.21 Envases mixtos y embalajes mezclados;07 Castilla y León;2010;19894
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2021;29029
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2020;28848
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2019;24938
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2018;22352
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2017;19696
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2016;18780
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2015;18582
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2014;17502
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2013;17679
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2012;17595
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2011;17802
10.21 Envases mixtos y embalajes mezclados;08 Castilla - La Mancha;2010;17258
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2021;191108
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2020;184843
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2019;184923
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2018;158751
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2017;141409
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2016;130925
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2015;129526
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2014;120590
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2013;124407
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2012;129674
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2011;127713
10.21 Envases mixtos y embalajes mezclados;09 Cataluña;2010;124162
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2021;73692
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2020;70535
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2019;61855
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2018;52925
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2017;44216
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2016;43424
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2015;42150
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2014;40546
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2013;39796
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2012;40158
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2011;41815
10.21 Envases mixtos y embalajes mezclados;10 Comunitat Valenciana;2010;41120
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2021;15033
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2020;15357
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2019;13876
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2018;13102
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2017;11776
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2016;11320
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2015;10798
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2014;10604
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2013;10418
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2012;9985
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2011;10129
10.21 Envases mixtos y embalajes mezclados;11 Extremadura;2010;10320
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2021;32781
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2020;32327
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2019;28630
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2018;25930
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2017;23194
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2016;22893
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2015;22123
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2014;22255
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2013;21853
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2012;21437
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2011;22186
10.21 Envases mixtos y embalajes mezclados;12 Galicia;2010;22144
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2021;184780
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2020;188014
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2019;173780
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2018;160183
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2017;140324
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2016;128170
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2015;123505
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2014;122723
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2013;121537
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2012;131049
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2011;138062
10.21 Envases mixtos y embalajes mezclados;13 Comunidad de Madrid;2010;141179
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2021;21211
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2020;23356
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2019;20702
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2018;18170
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2017;16144
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2016;14860
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2015;13466
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2014;12795
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2013;12401
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2012;15688
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2011;13506
10.21 Envases mixtos y embalajes mezclados;14 Región de Murcia;2010;13236
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2021;16139
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2020;24408
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2019;21360
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2018;22389
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2017;21217
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2016;20542
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2015;20101
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2014;20298
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2013;18471
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2012;17886
10.21 Envases mixtos y embalajes mezclados;15 Comunidad Foral de Navarra;2011;22398
